
150 ISOTOPES IN NETWORK:

Index  Isotope   A   Z   N  Abundance Y  MassFrac X  MassXS(MeV)
p+ti49-->n+v49 reacIndex=1075 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+v49-->p+ti49 reacIndex=1076 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 463:
he4+ti49-->n+cr52 reacIndex=1077 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+cr52-->he4+ti49 reacIndex=1078 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 464:
p+ti50-->v51 reacIndex=1079 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
v51-->p+ti50 reacIndex=1080 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 465:
he4+ti50-->cr54 reacIndex=1081 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cr54-->he4+ti50 reacIndex=1082 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 466:
p+ti50-->n+v50 reacIndex=1083 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+v50-->p+ti50 reacIndex=1084 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 467:
he4+ti50-->n+cr53 reacIndex=1085 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+cr53-->he4+ti50 reacIndex=1086 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 468:
v46-->ti46+e++nu reacIndex=1087 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 469:
n+v46-->v47 reacIndex=1088 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
v47-->n+v46 reacIndex=1089 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 470:
he4+v46-->mn50 reacIndex=1090 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mn50-->he4+v46 reacIndex=1091 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 471:
he4+v46-->p+cr49 reacIndex=1092 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+cr49-->he4+v46 reacIndex=1093 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 472:
v47-->ti47+e++nu reacIndex=1094 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 473:
n+v47-->v48 reacIndex=1095 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
v48-->n+v47 reacIndex=1096 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 474:
p+v47-->cr48 reacIndex=1097 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cr48-->p+v47 reacIndex=1098 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 475:
he4+v47-->mn51 reacIndex=1099 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mn51-->he4+v47 reacIndex=1100 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 476:
he4+v47-->n+mn50 reacIndex=1101 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+mn50-->he4+v47 reacIndex=1102 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 477:
he4+v47-->p+cr50 reacIndex=1103 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+cr50-->he4+v47 reacIndex=1104 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 478:
v48-->ti48+e++nu reacIndex=1105 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 479:
n+v48-->v49 reacIndex=1106 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
v49-->n+v48 reacIndex=1107 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 480:
p+v48-->cr49 reacIndex=1108 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cr49-->p+v48 reacIndex=1109 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 481:
he4+v48-->mn52 reacIndex=1110 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mn52-->he4+v48 reacIndex=1111 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 482:
p+v48-->n+cr48 reacIndex=1112 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+cr48-->p+v48 reacIndex=1113 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 483:
he4+v48-->n+mn51 reacIndex=1114 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+mn51-->he4+v48 reacIndex=1115 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 484:
he4+v48-->p+cr51 reacIndex=1116 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+cr51-->he4+v48 reacIndex=1117 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 485:
v49+e-->ti49+nu reacIndex=1118 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 486:
n+v49-->v50 reacIndex=1119 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
v50-->n+v49 reacIndex=1120 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 487:
p+v49-->cr50 reacIndex=1121 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cr50-->p+v49 reacIndex=1122 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 488:
he4+v49-->mn53 reacIndex=1123 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mn53-->he4+v49 reacIndex=1124 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 489:
p+v49-->n+cr49 reacIndex=1125 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+cr49-->p+v49 reacIndex=1126 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 490:
he4+v49-->n+mn52 reacIndex=1127 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+mn52-->he4+v49 reacIndex=1128 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 491:
he4+v49-->p+cr52 reacIndex=1129 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+cr52-->he4+v49 reacIndex=1130 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 492:
n+v50-->v51 reacIndex=1131 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
v51-->n+v50 reacIndex=1132 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 493:
p+v50-->cr51 reacIndex=1133 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cr51-->p+v50 reacIndex=1134 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 494:
he4+v50-->mn54 reacIndex=1135 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mn54-->he4+v50 reacIndex=1136 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 495:
p+v50-->n+cr50 reacIndex=1137 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+cr50-->p+v50 reacIndex=1138 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 496:
he4+v50-->n+mn53 reacIndex=1139 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+mn53-->he4+v50 reacIndex=1140 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 497:
he4+v50-->p+cr53 reacIndex=1141 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+cr53-->he4+v50 reacIndex=1142 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 498:
p+v51-->cr52 reacIndex=1143 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cr52-->p+v51 reacIndex=1144 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 499:
he4+v51-->mn55 reacIndex=1145 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mn55-->he4+v51 reacIndex=1146 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 500:
p+v51-->n+cr51 reacIndex=1147 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+cr51-->p+v51 reacIndex=1148 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 501:
he4+v51-->n+mn54 reacIndex=1149 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+mn54-->he4+v51 reacIndex=1150 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 502:
he4+v51-->p+cr54 reacIndex=1151 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+cr54-->he4+v51 reacIndex=1152 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 503:
cr48+e-->v48+nu reacIndex=1153 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 504:
n+cr48-->cr49 reacIndex=1154 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cr49-->n+cr48 reacIndex=1155 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 505:
he4+cr48-->fe52 reacIndex=1156 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
fe52-->he4+cr48 reacIndex=1157 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 506:
he4+cr48-->p+mn51 reacIndex=1158 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+mn51-->he4+cr48 reacIndex=1159 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 507:
cr49-->v49+e++nu reacIndex=1160 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 508:
n+cr49-->cr50 reacIndex=1161 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cr50-->n+cr49 reacIndex=1162 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 509:
p+cr49-->mn50 reacIndex=1163 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mn50-->p+cr49 reacIndex=1164 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 510:
he4+cr49-->fe53 reacIndex=1165 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
fe53-->he4+cr49 reacIndex=1166 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 511:
he4+cr49-->n+fe52 reacIndex=1167 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+fe52-->he4+cr49 reacIndex=1168 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 512:
he4+cr49-->p+mn52 reacIndex=1169 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+mn52-->he4+cr49 reacIndex=1170 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 513:
n+cr50-->cr51 reacIndex=1171 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cr51-->n+cr50 reacIndex=1172 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 514:
p+cr50-->mn51 reacIndex=1173 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mn51-->p+cr50 reacIndex=1174 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 515:
he4+cr50-->fe54 reacIndex=1175 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
fe54-->he4+cr50 reacIndex=1176 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 516:
p+cr50-->n+mn50 reacIndex=1177 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+mn50-->p+cr50 reacIndex=1178 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 517:
he4+cr50-->n+fe53 reacIndex=1179 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+fe53-->he4+cr50 reacIndex=1180 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 518:
he4+cr50-->p+mn53 reacIndex=1181 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+mn53-->he4+cr50 reacIndex=1182 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 519:
cr51+e-->v51+nu reacIndex=1183 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 520:
n+cr51-->cr52 reacIndex=1184 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cr52-->n+cr51 reacIndex=1185 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 521:
p+cr51-->mn52 reacIndex=1186 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mn52-->p+cr51 reacIndex=1187 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 522:
he4+cr51-->fe55 reacIndex=1188 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
fe55-->he4+cr51 reacIndex=1189 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 523:
p+cr51-->n+mn51 reacIndex=1190 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+mn51-->p+cr51 reacIndex=1191 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 524:
he4+cr51-->n+fe54 reacIndex=1192 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+fe54-->he4+cr51 reacIndex=1193 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 525:
he4+cr51-->p+mn54 reacIndex=1194 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+mn54-->he4+cr51 reacIndex=1195 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 526:
n+cr52-->cr53 reacIndex=1196 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cr53-->n+cr52 reacIndex=1197 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 527:
p+cr52-->mn53 reacIndex=1198 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mn53-->p+cr52 reacIndex=1199 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 528:
he4+cr52-->fe56 reacIndex=1200 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
fe56-->he4+cr52 reacIndex=1201 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 529:
p+cr52-->n+mn52 reacIndex=1202 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+mn52-->p+cr52 reacIndex=1203 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 530:
he4+cr52-->n+fe55 reacIndex=1204 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+fe55-->he4+cr52 reacIndex=1205 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 531:
he4+cr52-->p+mn55 reacIndex=1206 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+mn55-->he4+cr52 reacIndex=1207 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 532:
n+cr53-->cr54 reacIndex=1208 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
cr54-->n+cr53 reacIndex=1209 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 533:
p+cr53-->mn54 reacIndex=1210 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mn54-->p+cr53 reacIndex=1211 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 534:
he4+cr53-->fe57 reacIndex=1212 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
fe57-->he4+cr53 reacIndex=1213 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 535:
p+cr53-->n+mn53 reacIndex=1214 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+mn53-->p+cr53 reacIndex=1215 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 536:
he4+cr53-->n+fe56 reacIndex=1216 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+fe56-->he4+cr53 reacIndex=1217 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 537:
p+cr54-->mn55 reacIndex=1218 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mn55-->p+cr54 reacIndex=1219 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 538:
he4+cr54-->fe58 reacIndex=1220 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
fe58-->he4+cr54 reacIndex=1221 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 539:
p+cr54-->n+mn54 reacIndex=1222 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+mn54-->p+cr54 reacIndex=1223 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 540:
he4+cr54-->n+fe57 reacIndex=1224 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+fe57-->he4+cr54 reacIndex=1225 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 541:
mn50-->cr50+e++nu reacIndex=1226 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 542:
n+mn50-->mn51 reacIndex=1227 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mn51-->n+mn50 reacIndex=1228 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 543:
he4+mn50-->co54 reacIndex=1229 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
co54-->he4+mn50 reacIndex=1230 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 544:
he4+mn50-->n+co53 reacIndex=1231 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+co53-->he4+mn50 reacIndex=1232 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 545:
he4+mn50-->p+fe53 reacIndex=1233 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+fe53-->he4+mn50 reacIndex=1234 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 546:
mn51-->cr51+e++nu reacIndex=1235 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 547:
n+mn51-->mn52 reacIndex=1236 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mn52-->n+mn51 reacIndex=1237 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 548:
p+mn51-->fe52 reacIndex=1238 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
fe52-->p+mn51 reacIndex=1239 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 549:
he4+mn51-->co55 reacIndex=1240 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
co55-->he4+mn51 reacIndex=1241 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 550:
he4+mn51-->n+co54 reacIndex=1242 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+co54-->he4+mn51 reacIndex=1243 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 551:
he4+mn51-->p+fe54 reacIndex=1244 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+fe54-->he4+mn51 reacIndex=1245 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 552:
mn52+e-->cr52+nu reacIndex=1246 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 553:
n+mn52-->mn53 reacIndex=1247 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mn53-->n+mn52 reacIndex=1248 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 554:
p+mn52-->fe53 reacIndex=1249 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
fe53-->p+mn52 reacIndex=1250 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 555:
he4+mn52-->co56 reacIndex=1251 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
co56-->he4+mn52 reacIndex=1252 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 556:
p+mn52-->n+fe52 reacIndex=1253 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+fe52-->p+mn52 reacIndex=1254 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 557:
he4+mn52-->n+co55 reacIndex=1255 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+co55-->he4+mn52 reacIndex=1256 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 558:
he4+mn52-->p+fe55 reacIndex=1257 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+fe55-->he4+mn52 reacIndex=1258 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 559:
mn53+e-->cr53+nu reacIndex=1259 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 560:
n+mn53-->mn54 reacIndex=1260 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mn54-->n+mn53 reacIndex=1261 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 561:
p+mn53-->fe54 reacIndex=1262 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
fe54-->p+mn53 reacIndex=1263 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 562:
he4+mn53-->co57 reacIndex=1264 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
co57-->he4+mn53 reacIndex=1265 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 563:
p+mn53-->n+fe53 reacIndex=1266 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+fe53-->p+mn53 reacIndex=1267 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 564:
he4+mn53-->n+co56 reacIndex=1268 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+co56-->he4+mn53 reacIndex=1269 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 565:
he4+mn53-->p+fe56 reacIndex=1270 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+fe56-->he4+mn53 reacIndex=1271 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 566:
mn54+e-->cr54+nu reacIndex=1272 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 567:
n+mn54-->mn55 reacIndex=1273 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mn55-->n+mn54 reacIndex=1274 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 568:
p+mn54-->fe55 reacIndex=1275 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
fe55-->p+mn54 reacIndex=1276 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 569:
he4+mn54-->co58 reacIndex=1277 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
co58-->he4+mn54 reacIndex=1278 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 570:
p+mn54-->n+fe54 reacIndex=1279 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+fe54-->p+mn54 reacIndex=1280 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 571:
