
150 ISOTOPES IN NETWORK:

Index  Isotope   A   Z   N  Abundance Y  MassFrac X  MassXS(MeV)
ne18-->he4+o14 reacIndex=255 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c
ne18-->he4+o14 reacIndex=256 RGindex=4 RGclass=2 RGreacIndex=4 isForward=0 RG:a+b<->c
ne18-->he4+o14 reacIndex=257 RGindex=5 RGclass=2 RGreacIndex=5 isForward=0 RG:a+b<->c

Reaction Group 81:
he4+o14-->p+f17 reacIndex=258 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+o14-->p+f17 reacIndex=259 RGindex=1 RGclass=4 RGreacIndex=1 isForward=1 RG:a+b<->c+d
he4+o14-->p+f17 reacIndex=260 RGindex=2 RGclass=4 RGreacIndex=2 isForward=1 RG:a+b<->c+d
p+f17-->he4+o14 reacIndex=261 RGindex=3 RGclass=4 RGreacIndex=3 isForward=0 RG:a+b<->c+d
p+f17-->he4+o14 reacIndex=262 RGindex=4 RGclass=4 RGreacIndex=4 isForward=0 RG:a+b<->c+d
p+f17-->he4+o14 reacIndex=263 RGindex=5 RGclass=4 RGreacIndex=5 isForward=0 RG:a+b<->c+d

Reaction Group 82:
o15-->n15+e++nu reacIndex=264 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 83:
he4+o15-->ne19 reacIndex=265 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
he4+o15-->ne19 reacIndex=266 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
ne19-->he4+o15 reacIndex=267 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
ne19-->he4+o15 reacIndex=268 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 84:
he4+o15-->n+ne18 reacIndex=269 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+ne18-->he4+o15 reacIndex=270 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 85:
he4+o15-->p+f18 reacIndex=271 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+o15-->p+f18 reacIndex=272 RGindex=1 RGclass=4 RGreacIndex=1 isForward=1 RG:a+b<->c+d
p+f18-->he4+o15 reacIndex=273 RGindex=2 RGclass=4 RGreacIndex=2 isForward=0 RG:a+b<->c+d
p+f18-->he4+o15 reacIndex=274 RGindex=3 RGclass=4 RGreacIndex=3 isForward=0 RG:a+b<->c+d

Reaction Group 86:
n+o16-->o17 reacIndex=275 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
o17-->n+o16 reacIndex=276 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 87:
p+o16-->f17 reacIndex=277 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
f17-->p+o16 reacIndex=278 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 88:
he4+o16-->ne20 reacIndex=279 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
he4+o16-->ne20 reacIndex=280 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
ne20-->he4+o16 reacIndex=281 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
ne20-->he4+o16 reacIndex=282 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 89:
he4+o16-->n+ne19 reacIndex=283 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+ne19-->he4+o16 reacIndex=284 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 90:
he4+o16-->p+f19 reacIndex=285 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+o16-->p+f19 reacIndex=286 RGindex=1 RGclass=4 RGreacIndex=1 isForward=1 RG:a+b<->c+d
p+f19-->he4+o16 reacIndex=287 RGindex=2 RGclass=4 RGreacIndex=2 isForward=0 RG:a+b<->c+d
p+f19-->he4+o16 reacIndex=288 RGindex=3 RGclass=4 RGreacIndex=3 isForward=0 RG:a+b<->c+d

Reaction Group 91:
c12+o16-->p+al27 reacIndex=289 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d

Reaction Group 92:
c12+o16-->he4+mg24 reacIndex=290 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+mg24-->c12+o16 reacIndex=291 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 93:
o16+o16-->p+p31 reacIndex=292 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d

Reaction Group 94:
o16+o16-->he4+si28 reacIndex=293 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+si28-->o16+o16 reacIndex=294 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 95:
n+o17-->o18 reacIndex=295 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
n+o17-->o18 reacIndex=296 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
o18-->n+o17 reacIndex=297 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
o18-->n+o17 reacIndex=298 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 96:
p+o17-->f18 reacIndex=299 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+o17-->f18 reacIndex=300 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
p+o17-->f18 reacIndex=301 RGindex=2 RGclass=2 RGreacIndex=2 isForward=1 RG:a+b<->c
f18-->p+o17 reacIndex=302 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c
f18-->p+o17 reacIndex=303 RGindex=4 RGclass=2 RGreacIndex=4 isForward=0 RG:a+b<->c
f18-->p+o17 reacIndex=304 RGindex=5 RGclass=2 RGreacIndex=5 isForward=0 RG:a+b<->c

Reaction Group 97:
he4+o17-->ne21 reacIndex=305 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ne21-->he4+o17 reacIndex=306 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 98:
p+o17-->n+f17 reacIndex=307 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+f17-->p+o17 reacIndex=308 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 99:
he4+o17-->n+ne20 reacIndex=309 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+ne20-->he4+o17 reacIndex=310 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 100:
p+o18-->f19 reacIndex=311 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+o18-->f19 reacIndex=312 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
p+o18-->f19 reacIndex=313 RGindex=2 RGclass=2 RGreacIndex=2 isForward=1 RG:a+b<->c
f19-->p+o18 reacIndex=314 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c
f19-->p+o18 reacIndex=315 RGindex=4 RGclass=2 RGreacIndex=4 isForward=0 RG:a+b<->c
f19-->p+o18 reacIndex=316 RGindex=5 RGclass=2 RGreacIndex=5 isForward=0 RG:a+b<->c

Reaction Group 101:
he4+o18-->ne22 reacIndex=317 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
he4+o18-->ne22 reacIndex=318 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
he4+o18-->ne22 reacIndex=319 RGindex=2 RGclass=2 RGreacIndex=2 isForward=1 RG:a+b<->c
ne22-->he4+o18 reacIndex=320 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c
ne22-->he4+o18 reacIndex=321 RGindex=4 RGclass=2 RGreacIndex=4 isForward=0 RG:a+b<->c
ne22-->he4+o18 reacIndex=322 RGindex=5 RGclass=2 RGreacIndex=5 isForward=0 RG:a+b<->c

Reaction Group 102:
p+o18-->n+f18 reacIndex=323 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+f18-->p+o18 reacIndex=324 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 103:
he4+o18-->n+ne21 reacIndex=325 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+ne21-->he4+o18 reacIndex=326 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 104:
f17-->o17+e++nu reacIndex=327 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 105:
n+f17-->f18 reacIndex=328 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
f18-->n+f17 reacIndex=329 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 106:
p+f17-->ne18 reacIndex=330 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+f17-->ne18 reacIndex=331 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
ne18-->p+f17 reacIndex=332 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
ne18-->p+f17 reacIndex=333 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 107:
he4+f17-->p+ne20 reacIndex=334 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+ne20-->he4+f17 reacIndex=335 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 108:
f18-->o18+e++nu reacIndex=336 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 109:
n+f18-->f19 reacIndex=337 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
f19-->n+f18 reacIndex=338 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 110:
p+f18-->ne19 reacIndex=339 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+f18-->ne19 reacIndex=340 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
ne19-->p+f18 reacIndex=341 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
ne19-->p+f18 reacIndex=342 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 111:
p+f18-->n+ne18 reacIndex=343 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+ne18-->p+f18 reacIndex=344 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 112:
he4+f18-->n+na21 reacIndex=345 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+na21-->he4+f18 reacIndex=346 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 113:
p+f19-->ne20 reacIndex=347 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+f19-->ne20 reacIndex=348 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
ne20-->p+f19 reacIndex=349 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
ne20-->p+f19 reacIndex=350 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 114:
p+f19-->n+ne19 reacIndex=351 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+ne19-->p+f19 reacIndex=352 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 115:
he4+f19-->n+na22 reacIndex=353 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+na22-->he4+f19 reacIndex=354 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 116:
he4+f19-->p+ne22 reacIndex=355 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+f19-->p+ne22 reacIndex=356 RGindex=1 RGclass=4 RGreacIndex=1 isForward=1 RG:a+b<->c+d
p+ne22-->he4+f19 reacIndex=357 RGindex=2 RGclass=4 RGreacIndex=2 isForward=0 RG:a+b<->c+d
p+ne22-->he4+f19 reacIndex=358 RGindex=3 RGclass=4 RGreacIndex=3 isForward=0 RG:a+b<->c+d

Reaction Group 117:
ne18-->f18+e++nu reacIndex=359 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 118:
n+ne18-->ne19 reacIndex=360 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ne19-->n+ne18 reacIndex=361 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 119:
ne19-->f19+e++nu reacIndex=362 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 120:
n+ne19-->ne20 reacIndex=363 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ne20-->n+ne19 reacIndex=364 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 121:
he4+ne19-->mg23 reacIndex=365 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mg23-->he4+ne19 reacIndex=366 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 122:
he4+ne19-->p+na22 reacIndex=367 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+na22-->he4+ne19 reacIndex=368 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 123:
n+ne20-->ne21 reacIndex=369 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ne21-->n+ne20 reacIndex=370 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 124:
p+ne20-->na21 reacIndex=371 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+ne20-->na21 reacIndex=372 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
p+ne20-->na21 reacIndex=373 RGindex=2 RGclass=2 RGreacIndex=2 isForward=1 RG:a+b<->c
na21-->p+ne20 reacIndex=374 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c
na21-->p+ne20 reacIndex=375 RGindex=4 RGclass=2 RGreacIndex=4 isForward=0 RG:a+b<->c
na21-->p+ne20 reacIndex=376 RGindex=5 RGclass=2 RGreacIndex=5 isForward=0 RG:a+b<->c

Reaction Group 125:
he4+ne20-->mg24 reacIndex=377 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
he4+ne20-->mg24 reacIndex=378 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
mg24-->he4+ne20 reacIndex=379 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
mg24-->he4+ne20 reacIndex=380 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 126:
he4+ne20-->n+mg23 reacIndex=381 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+mg23-->he4+ne20 reacIndex=382 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 127:
he4+ne20-->p+na23 reacIndex=383 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+ne20-->p+na23 reacIndex=384 RGindex=1 RGclass=4 RGreacIndex=1 isForward=1 RG:a+b<->c+d
he4+ne20-->p+na23 reacIndex=385 RGindex=2 RGclass=4 RGreacIndex=2 isForward=1 RG:a+b<->c+d
p+na23-->he4+ne20 reacIndex=386 RGindex=3 RGclass=4 RGreacIndex=3 isForward=0 RG:a+b<->c+d
p+na23-->he4+ne20 reacIndex=387 RGindex=4 RGclass=4 RGreacIndex=4 isForward=0 RG:a+b<->c+d
p+na23-->he4+ne20 reacIndex=388 RGindex=5 RGclass=4 RGreacIndex=5 isForward=0 RG:a+b<->c+d

Reaction Group 128:
c12+ne20-->p+p31 reacIndex=389 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+p31-->c12+ne20 reacIndex=390 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 129:
c12+ne20-->he4+si28 reacIndex=391 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+si28-->c12+ne20 reacIndex=392 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 130:
n+ne21-->ne22 reacIndex=393 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
ne22-->n+ne21 reacIndex=394 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 131:
p+ne21-->na22 reacIndex=395 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+ne21-->na22 reacIndex=396 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
p+ne21-->na22 reacIndex=397 RGindex=2 RGclass=2 RGreacIndex=2 isForward=1 RG:a+b<->c
na22-->p+ne21 reacIndex=398 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c
na22-->p+ne21 reacIndex=399 RGindex=4 RGclass=2 RGreacIndex=4 isForward=0 RG:a+b<->c
na22-->p+ne21 reacIndex=400 RGindex=5 RGclass=2 RGreacIndex=5 isForward=0 RG:a+b<->c

Reaction Group 132:
he4+ne21-->mg25 reacIndex=401 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
he4+ne21-->mg25 reacIndex=402 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
mg25-->he4+ne21 reacIndex=403 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
mg25-->he4+ne21 reacIndex=404 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 133:
p+ne21-->n+na21 reacIndex=405 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+na21-->p+ne21 reacIndex=406 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 134:
he4+ne21-->n+mg24 reacIndex=407 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
he4+ne21-->n+mg24 reacIndex=408 RGindex=1 RGclass=4 RGreacIndex=1 isForward=1 RG:a+b<->c+d
n+mg24-->he4+ne21 reacIndex=409 RGindex=2 RGclass=4 RGreacIndex=2 isForward=0 RG:a+b<->c+d
n+mg24-->he4+ne21 reacIndex=410 RGindex=3 RGclass=4 RGreacIndex=3 isForward=0 RG:a+b<->c+d

Reaction Group 135:
p+ne22-->na23 reacIndex=411 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+ne22-->na23 reacIndex=412 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
p+ne22-->na23 reacIndex=413 RGindex=2 RGclass=2 RGreacIndex=2 isForward=1 RG:a+b<->c
na23-->p+ne22 reacIndex=414 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c
na23-->p+ne22 reacIndex=415 RGindex=4 RGclass=2 RGreacIndex=4 isForward=0 RG:a+b<->c
na23-->p+ne22 reacIndex=416 RGindex=5 RGclass=2 RGreacIndex=5 isForward=0 RG:a+b<->c

Reaction Group 136:
he4+ne22-->mg26 reacIndex=417 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mg26-->he4+ne22 reacIndex=418 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 137:
p+ne22-->n+na22 reacIndex=419 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+na22-->p+ne22 reacIndex=420 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 138:
he4+ne22-->n+mg25 reacIndex=421 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+mg25-->he4+ne22 reacIndex=422 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 139:
na21-->ne21+e++nu reacIndex=423 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 140:
n+na21-->na22 reacIndex=424 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
na22-->n+na21 reacIndex=425 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 141:
he4+na21-->al25 reacIndex=426 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
al25-->he4+na21 reacIndex=427 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 142:
p+na21-->he4+ne18 reacIndex=428 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d

Reaction Group 143:
he4+na21-->n+al24 reacIndex=429 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+al24-->he4+na21 reacIndex=430 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 144:
he4+na21-->p+mg24 reacIndex=431 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+mg24-->he4+na21 reacIndex=432 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 145:
na22-->ne22+e++nu reacIndex=433 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 146:
n+na22-->na23 reacIndex=434 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
na23-->n+na22 reacIndex=435 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 147:
p+na22-->mg23 reacIndex=436 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mg23-->p+na22 reacIndex=437 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 148:
he4+na22-->al26 reacIndex=438 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
al26-->he4+na22 reacIndex=439 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 149:
he4+na22-->n+al25 reacIndex=440 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+al25-->he4+na22 reacIndex=441 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 150:
he4+na22-->p+mg25 reacIndex=442 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+mg25-->he4+na22 reacIndex=443 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 151:
p+na23-->mg24 reacIndex=444 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+na23-->mg24 reacIndex=445 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
mg24-->p+na23 reacIndex=446 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
mg24-->p+na23 reacIndex=447 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 152:
he4+na23-->al27 reacIndex=448 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
al27-->he4+na23 reacIndex=449 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 153:
p+na23-->n+mg23 reacIndex=450 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
n+mg23-->p+na23 reacIndex=451 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 154:
he4+na23-->n+al26 reacIndex=452 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d

Reaction Group 155:
he4+na23-->p+mg26 reacIndex=453 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d
p+mg26-->he4+na23 reacIndex=454 RGindex=1 RGclass=4 RGreacIndex=1 isForward=0 RG:a+b<->c+d

Reaction Group 156:
mg23-->na23+e++nu reacIndex=455 RGindex=0 RGclass=1 RGreacIndex=0 isForward=1 RG:a<->b

Reaction Group 157:
n+mg23-->mg24 reacIndex=456 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mg24-->n+mg23 reacIndex=457 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 158:
p+mg23-->al24 reacIndex=458 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+mg23-->al24 reacIndex=459 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
al24-->p+mg23 reacIndex=460 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
al24-->p+mg23 reacIndex=461 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 159:
he4+mg23-->p+al26 reacIndex=462 RGindex=0 RGclass=4 RGreacIndex=0 isForward=1 RG:a+b<->c+d

Reaction Group 160:
n+mg24-->mg25 reacIndex=463 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
mg25-->n+mg24 reacIndex=464 RGindex=1 RGclass=2 RGreacIndex=1 isForward=0 RG:a+b<->c

Reaction Group 161:
p+mg24-->al25 reacIndex=465 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
p+mg24-->al25 reacIndex=466 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
al25-->p+mg24 reacIndex=467 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
al25-->p+mg24 reacIndex=468 RGindex=3 RGclass=2 RGreacIndex=3 isForward=0 RG:a+b<->c

Reaction Group 162:
he4+mg24-->si28 reacIndex=469 RGindex=0 RGclass=2 RGreacIndex=0 isForward=1 RG:a+b<->c
he4+mg24-->si28 reacIndex=470 RGindex=1 RGclass=2 RGreacIndex=1 isForward=1 RG:a+b<->c
si28-->he4+mg24 reacIndex=471 RGindex=2 RGclass=2 RGreacIndex=2 isForward=0 RG:a+b<->c
